id,"tanggal (WIB)","waktu (WIB)",lintang,bujur,"tingkat kepercayaan",satelit,"radius kemungkinan",kecamatan,kabupaten,provinsi,tipe
509845,2022-09-28,12:32:48,-0.64655787,114.33742523,8,snpp,1125,"Sungai Babuat","Murung Raya","Kalimantan Tengah",Pixel
509846,2022-09-28,12:32:48,-0.59794962,114.61005402,8,snpp,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
509855,2022-09-28,12:32:48,-0.59550011,114.42024994,8,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509856,2022-09-28,12:32:48,-0.56486279,114.55358124,7,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509859,2022-09-28,12:32:48,-0.57634515,114.45465088,7,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509860,2022-09-28,12:32:48,-0.50263071,114.89651489,7,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
509865,2022-09-28,12:32:48,-0.54175568,114.56861115,8,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509868,2022-09-28,12:32:48,-0.51458555,114.58271027,7,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509894,2022-09-28,12:32:48,-0.36476502,114.7433548,8,snpp,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
509915,2022-09-28,12:32:48,-0.28835884,114.48863983,7,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509952,2022-09-28,12:32:48,-0.15187751,113.78044128,7,snpp,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
509953,2022-09-28,12:32:48,-0.15535749,113.78095245,7,snpp,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
509954,2022-09-28,12:32:48,-0.13853063,113.75106049,7,snpp,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510273,2022-09-28,13:24:00,-2.13767481,115.23064423,8,noaa20,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
510274,2022-09-28,13:24:00,-2.10963798,115.25161743,8,noaa20,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
510275,2022-09-28,13:24:00,-2.10887051,115.2563858,8,noaa20,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
510277,2022-09-28,13:24:00,-2.09728694,115.21064758,8,noaa20,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
510278,2022-09-28,13:24:00,-2.0965209,115.21537018,8,noaa20,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
510299,2022-09-28,13:24:00,-2.08904862,111.94246674,8,noaa20,1125,"Arut Utara","Waringin Barat","Kalimantan Tengah",Pixel
510300,2022-09-28,13:24:00,-2.16347957,111.07485962,8,noaa20,1125,"Permata Kecubung",Sukamara,"Kalimantan Tengah",Pixel
510301,2022-09-28,13:24:00,-2.16269398,111.07971954,8,noaa20,1125,"Permata Kecubung",Sukamara,"Kalimantan Tengah",Pixel
510306,2022-09-28,13:24:00,-1.94377768,112.14816284,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510308,2022-09-28,13:24:00,-2.09058952,111.09515381,8,noaa20,1125,Lamadau,Lamandau,"Kalimantan Tengah",Pixel
510310,2022-09-28,13:24:00,-1.92614222,112.032547,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510311,2022-09-28,13:24:00,-1.92568052,112.03541565,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510314,2022-09-28,13:24:00,-1.89942551,112.10258484,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510315,2022-09-28,13:24:00,-1.89989591,112.09967041,9,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510319,2022-09-28,13:24:00,-1.8900075,112.06536102,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510338,2022-09-28,13:24:00,-1.83573115,111.65759277,8,noaa20,1125,"Bulik Timur",Lamandau,"Kalimantan Tengah",Pixel
510339,2022-09-28,13:24:00,-1.83303583,111.65975189,8,noaa20,1125,"Bulik Timur",Lamandau,"Kalimantan Tengah",Pixel
510361,2022-09-28,13:24:00,-1.72586381,111.96973419,9,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510362,2022-09-28,13:24:00,-1.72540867,111.97258759,9,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510367,2022-09-28,13:24:00,-1.68658769,111.95837402,9,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510368,2022-09-28,13:24:00,-1.68660331,111.95896149,8,noaa20,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
510383,2022-09-28,13:24:00,-1.49492443,112.60733795,8,noaa20,1125,Antangkalang,"Waringin Timur","Kalimantan Tengah",Pixel
510394,2022-09-28,13:24:00,-1.36577535,113.01596069,8,noaa20,1125,"Katingan Tengah",Katingan,"Kalimantan Tengah",Pixel
510400,2022-09-28,13:24:00,-1.62067163,110.95726776,8,noaa20,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
510401,2022-09-28,13:24:00,-1.61056006,110.96080017,8,noaa20,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
510412,2022-09-28,13:24:00,-1.00524259,114.38463593,8,noaa20,1125,"Kapuas Tengah",Kapuas,"Kalimantan Tengah",Pixel
510418,2022-09-28,13:24:00,-0.93886554,114.67279816,8,noaa20,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
510419,2022-09-28,13:24:00,-0.93995225,114.67430115,8,noaa20,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
510421,2022-09-28,13:24:00,-0.92861116,114.61934662,8,noaa20,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
510422,2022-09-28,13:24:00,-0.93003583,114.62107849,8,noaa20,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
510427,2022-09-28,13:24:00,-1.493258,111.14791107,8,noaa20,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
510430,2022-09-28,13:24:00,-0.88195795,114.75802612,8,noaa20,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
510436,2022-09-28,13:24:00,-0.81875968,114.75927734,8,noaa20,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
510437,2022-09-28,13:24:00,-0.81877941,114.76236725,8,noaa20,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
510441,2022-09-28,13:24:00,-1.16829872,112.46183014,8,noaa20,1125,"Katinga Hulu",Katingan,"Kalimantan Tengah",Pixel
510442,2022-09-28,13:24:00,-1.16866612,112.46330261,9,noaa20,1125,"Katinga Hulu",Katingan,"Kalimantan Tengah",Pixel
510446,2022-09-28,13:24:00,-1.16649985,112.43893433,8,noaa20,1125,"Katinga Hulu",Katingan,"Kalimantan Tengah",Pixel
510451,2022-09-28,13:24:00,-0.78138471,114.23210907,8,noaa20,1125,"Permata Intan","Murung Raya","Kalimantan Tengah",Pixel
510452,2022-09-28,13:24:00,-0.78550333,114.23239136,8,noaa20,1125,"Permata Intan","Murung Raya","Kalimantan Tengah",Pixel
510455,2022-09-28,13:24:00,-1.06122303,112.42936707,8,noaa20,1125,"Katinga Hulu",Katingan,"Kalimantan Tengah",Pixel
510460,2022-09-28,13:24:00,-0.63201249,114.54660797,8,noaa20,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
510461,2022-09-28,13:24:00,-0.63387096,114.54576111,8,noaa20,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
510467,2022-09-28,13:24:00,-0.51852435,114.79299164,8,noaa20,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
510468,2022-09-28,13:24:00,-0.51775479,114.79781342,8,noaa20,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
510473,2022-09-28,13:24:00,-0.52139354,114.58032227,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510474,2022-09-28,13:24:00,-0.52127284,114.53250885,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510475,2022-09-28,13:24:00,-0.52298665,114.53213501,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510479,2022-09-28,13:24:00,-0.49360439,114.59102631,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510480,2022-09-28,13:24:00,-0.48090467,114.59280396,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510481,2022-09-28,13:24:00,-0.49588981,114.49707031,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510482,2022-09-28,13:24:00,-0.49526662,114.50105286,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
510486,2022-09-28,13:24:00,-0.40474316,114.75816345,8,noaa20,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
510516,2022-09-28,13:24:00,-0.14257516,113.75463104,8,noaa20,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510517,2022-09-28,13:24:00,-0.14835715,113.75547791,8,noaa20,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510528,2022-09-28,13:24:00,-0.0918633,113.62055969,8,noaa20,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510542,2022-09-28,13:24:00,0.12356041,113.94080353,8,noaa20,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510543,2022-09-28,13:24:00,0.12469044,113.94003296,8,noaa20,1125,"Seribu Riam","Murung Raya","Kalimantan Tengah",Pixel
510677,2022-09-29,00:24:02,-3.15112042,113.643013,8,noaa20,1125,"Kahayan Kuala",Pulangpisau,"Kalimantan Tengah",Pixel
510720,2022-09-29,01:19:31,-3.15223265,113.64468384,8,snpp,1125,"Kahayan Kuala",Pulangpisau,"Kalimantan Tengah",Pixel
511040,2022-09-29,13:05:05,-1.31560552,115.29531097,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
511041,2022-09-29,13:05:05,-1.29228508,115.23072815,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
511042,2022-09-29,13:05:05,-1.26077306,115.34427643,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
511043,2022-09-29,13:05:05,-1.26535785,115.34494019,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
511048,2022-09-29,13:05:05,-0.76968217,114.18320465,8,noaa20,1125,"Permata Intan","Murung Raya","Kalimantan Tengah",Pixel
